concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000000271	Month 36	Type Concept	AD EMIF	Fact Type	S	2000000271	2016-07-01	2099-12-31	
2000000272	Month 42	Type Concept	AD EMIF	Fact Type	S	2000000272	2016-07-01	2099-12-31	
2000000273	Month 48	Type Concept	AD EMIF	Fact Type	S	2000000273	2016-07-01	2099-12-31	
2000000274	Trail Making Test - Time (in seconds) to complete Trails C.	fact	AD EMIF	fact	S	2000000274	2016-01-01	2099-12-31	
2000000275	Trail Making Test - section C z-score.	fact	AD EMIF	fact	S	2000000275	2016-01-01	2099-12-31	
2000000276	Stroop Part 1	fact	AD EMIF	fact	S	2000000276	2016-01-01	2099-12-31	
2000000277	Stroop Part 1 - Z scor	fact	AD EMIF	fact	S	2000000277	2016-01-01	2099-12-31	
2000000278	Stroop Part 2	fact	AD EMIF	fact	S	2000000278	2016-01-01	2099-12-31	
2000000279	Stroop Part 2 - Z scor	fact	AD EMIF	fact	S	2000000279	2016-01-01	2099-12-31	
2000000280	Stroop Part 3	fact	AD EMIF	fact	S	2000000280	2016-01-01	2099-12-31	
2000000281	Stroop Part 3 - Z scor	fact	AD EMIF	fact	S	2000000281	2016-01-01	2099-12-31	
2000000282	Priority attention test type	fact	AD EMIF	Attribute	S	2000000282	2016-07-01	2099-12-31	
2000000283	Priority executive test type	fact	AD EMIF	Attribute	S	2000000283	2016-07-01	2099-12-31	
2000000284	Priority language test type	fact	AD EMIF	Attribute	S	2000000284	2016-07-01	2099-12-31	
2000000285	Priority memory test type	fact	AD EMIF	Attribute	S	2000000285	2016-07-01	2099-12-31	
2000000286	Priority visuoconstruction test type	fact	AD EMIF	Attribute	S	2000000286	2016-07-01	2099-12-31	
2000000287	1000 Sample Study CSF Sample Volume	fact	AD EMIF	Attribute	S	2000000287	2016-01-01	2099-12-31	
2000000288	1000 Sample Study DNA Volume	fact	AD EMIF	Attribute	S	2000000288	2016-01-01	2099-12-31	
2000000289	1000 Sample Study Plasma Volume	fact	AD EMIF	Attribute	S	2000000289	2016-01-01	2099-12-31	
2000000290	Amyloid PET Method	fact	AD EMIF	Attribute	S	2000000290	2016-01-01	2099-12-31	
2000000291	Amyloid PET Tracer	fact	AD EMIF	Attribute	S	2000000291	2016-01-01	2099-12-31	
2000000292	Amyloid PET Manufacturer	fact	AD EMIF	Attribute	S	2000000292	2016-01-01	2099-12-31	
2000000293	Assay CSF	fact	AD EMIF	Attribute	S	2000000293	2016-01-01	2099-12-31	
2000000294	Blood Freeze Thaw Cycles	fact	AD EMIF	Attribute	S	2000000294	2016-01-01	2099-12-31	
2000000295	Company CSF Assay	fact	AD EMIF	Attribute	S	2000000295	2016-01-01	2099-12-31	
2000000297	CSF Amyloid Beta 1-42 Cut-Off	fact	AD EMIF	Attribute	S	2000000297	2016-01-01	2099-12-31	
2000000298	CSF Total Tau Cutoff	fact	AD EMIF	Attribute	S	2000000298	2016-01-01	2099-12-31	
2000000299	Entorhinal Cortex Method	fact	AD EMIF	Attribute	S	2000000299	2016-01-01	2099-12-31	
2000000300	FDG PET Manufacturer	fact	AD EMIF	Attribute	S	2000000300	2016-01-01	2099-12-31	
2000000301	FDG PET Method	fact	AD EMIF	Attribute	S	2000000301	2016-01-01	2099-12-31	
2000000302	FDG PET Tracer	fact	AD EMIF	Attribute	S	2000000302	2016-01-01	2099-12-31	
2000000303	Freezing Temperature	fact	AD EMIF	Attribute	S	2000000303	2016-01-01	2099-12-31	
2000000304	HCV Auto Method	fact	AD EMIF	Attribute	S	2000000304	2016-01-01	2099-12-31	
2000000305	HCV Bilateral Cutoff Value	fact	AD EMIF	Attribute	S	2000000305	2016-01-01	2099-12-31	
2000000306	ICV Correction	fact	AD EMIF	Attribute	S	2000000306	2016-01-01	2099-12-31	
2000000307	Manufacturer MRI	fact	AD EMIF	Attribute	S	2000000307	2016-01-01	2099-12-31	
2000000308	Material CSF Sample Tubes	fact	AD EMIF	Attribute	S	2000000308	2016-01-01	2099-12-31	
2000000309	MRI Field Strength (T)	fact	AD EMIF	Attribute	S	2000000309	2016-01-01	2099-12-31	
2000000310	MTA Bilateral Cut-Off	fact	AD EMIF	Attribute	S	2000000310	2016-01-01	2099-12-31	
2000000311	PALZ Cut-off	fact	AD EMIF	Attribute	S	2000000311	2016-01-01	2099-12-31	
2000000312	Plasma Freeze Thaw Cycles	fact	AD EMIF	Attribute	S	2000000312	2016-01-01	2099-12-31	
2000000313	SUVR Cut-Off	fact	AD EMIF	Attribute	S	2000000313	2016-01-01	2099-12-31	
2000000314	SUVR ROI	fact	AD EMIF	Attribute	S	2000000314	2016-01-01	2099-12-31	
2000000315	Type of Dementia Father	fact	AD EMIF	fact	S	2000000315	2016-01-01	2099-12-31	
2000000316	Type of Dementia Mother	fact	AD EMIF	fact	S	2000000316	2016-01-01	2099-12-31	
2000000317	Angiotensin Converting Enzyme (ACE) Inhibitors	fact	AD EMIF	fact	S	2000000317	2016-01-01	2099-12-31	
2000000318	ADCS_ADL_Informant	fact	AD EMIF	fact	S	2000000318	2016-01-01	2099-12-31	
2000000319	AD Pattern Presence	fact	AD EMIF	fact	S	2000000319	2016-01-01	2099-12-31	
2000000320	APOE Allele 1	fact	AD EMIF	fact	S	2000000320	2016-01-01	2099-12-31	
2000000321	APOE Allele 2	fact	AD EMIF	fact	S	2000000321	2016-01-01	2099-12-31	
2000000322	Acetylcholine Esterase Inhibitors	fact	AD EMIF	fact	S	2000000322	2016-01-01	2099-12-31	
2000000323	Alcohol	fact	AD EMIF	fact	S	2000000323	2016-01-01	2099-12-31	
2000000324	Alcohol Amount	fact	AD EMIF	fact	S	2000000324	2016-01-01	2099-12-31	
2000000325	Amyloid PET Abnormality	fact	AD EMIF	fact	S	2000000325	2016-01-01	2099-12-31	
2000000326	Angina Pectoris	fact	AD EMIF	fact	S	2000000326	2016-01-01	2099-12-31	
2000000327	Anti Depressive Medication	fact	AD EMIF	fact	S	2000000327	2016-01-01	2099-12-31	
2000000328	Anti Diabetic Drugs	fact	AD EMIF	fact	S	2000000328	2016-01-01	2099-12-31	
2000000329	Anti Epileptic Drugs	fact	AD EMIF	fact	S	2000000329	2016-01-01	2099-12-31	
2000000330	Anti Psychotic Medication	fact	AD EMIF	fact	S	2000000330	2016-01-01	2099-12-31	
2000000331	Anxiety	fact	AD EMIF	fact	S	2000000331	2016-01-01	2099-12-31	
2000000332	Anxiolytica Sedativa	fact	AD EMIF	fact	S	2000000332	2016-01-01	2099-12-31	
2000000333	Aspirin	fact	AD EMIF	fact	S	2000000333	2016-01-01	2099-12-31	
2000000334	Atrial Fibrillation	fact	AD EMIF	fact	S	2000000334	2016-01-01	2099-12-31	
2000000335	Atrophy	fact	AD EMIF	fact	S	2000000335	2016-01-01	2099-12-31	
2000000336	Beta Blockers	fact	AD EMIF	fact	S	2000000336	2016-01-01	2099-12-31	
2000000337	Bleeding	fact	AD EMIF	fact	S	2000000337	2016-01-01	2099-12-31	
2000000338	Body Fat	fact	AD EMIF	fact	S	2000000338	2016-01-01	2099-12-31	
2000000339	Body Mass Index	fact	AD EMIF	fact	S	2000000339	2016-01-01	2099-12-31	
2000000340	Body Surface Area	fact	AD EMIF	fact	S	2000000340	2016-01-01	2099-12-31	
2000000341	Bypass/stent for Carotid Stenosis	fact	AD EMIF	fact	S	2000000341	2016-01-01	2099-12-31	
2000000342	CDR Global Score	fact	AD EMIF	fact	S	2000000342	2016-01-01	2099-12-31	
2000000343	COPD	fact	AD EMIF	fact	S	2000000343	2016-01-01	2099-12-31	
2000000344	CVLT Immediate	fact	AD EMIF	fact	S	2000000344	2016-01-01	2099-12-31	
2000000345	CVLT Immediate Z Score	fact	AD EMIF	fact	S	2000000345	2016-01-01	2099-12-31	
2000000346	CVLT Long Delay Cued	fact	AD EMIF	fact	S	2000000346	2016-01-01	2099-12-31	
2000000347	CVLT Long Delay Cued Z Score	fact	AD EMIF	fact	S	2000000347	2016-01-01	2099-12-31	
2000000348	CVLT Long Delay Free	fact	AD EMIF	fact	S	2000000348	2016-01-01	2099-12-31	
2000000349	CVLT Long Delay Free Z Score	fact	AD EMIF	fact	S	2000000349	2016-01-01	2099-12-31	
2000000350	CVLT Recognition	fact	AD EMIF	fact	S	2000000350	2016-01-01	2099-12-31	
2000000351	CVLT Recognition Z Score	fact	AD EMIF	fact	S	2000000351	2016-01-01	2099-12-31	
2000000352	CVLT Short Delay Cued	fact	AD EMIF	fact	S	2000000352	2016-01-01	2099-12-31	
2000000353	CVLT Short Delay Cued Z Score	fact	AD EMIF	fact	S	2000000353	2016-01-01	2099-12-31	
2000000354	CVLT Short Delay Free	fact	AD EMIF	fact	S	2000000354	2016-01-01	2099-12-31	
2000000355	CVLT Short Delay Free Z Score	fact	AD EMIF	fact	S	2000000355	2016-01-01	2099-12-31	
2000000356	Calcium Antagonists	fact	AD EMIF	fact	S	2000000356	2016-01-01	2099-12-31	
2000000357	Carotid Stenosis	fact	AD EMIF	fact	S	2000000357	2016-01-01	2099-12-31	
2000000358	Cholesterol	fact	AD EMIF	fact	S	2000000358	2016-01-01	2099-12-31	
2000000359	Cholesterol lowering Drugs	fact	AD EMIF	fact	S	2000000359	2016-01-01	2099-12-31	
2000000360	Coronary Bypass Surgery	fact	AD EMIF	fact	S	2000000360	2016-01-01	2099-12-31	
2000000361	DNA	fact	AD EMIF	fact	S	2000000361	2016-01-01	2099-12-31	
2000000362	DO 80 Picture Naming	fact	AD EMIF	fact	S	2000000362	2016-01-01	2099-12-31	
2000000363	Diabetes Mellitus	fact	AD EMIF	fact	S	2000000363	2016-01-01	2099-12-31	
2000000364	Diastolic Blood Pressure	fact	AD EMIF	fact	S	2000000364	2016-01-01	2099-12-31	
2000000365	Digoxine	fact	AD EMIF	fact	S	2000000365	2016-01-01	2099-12-31	
2000000366	Diuretics	fact	AD EMIF	fact	S	2000000366	2016-01-01	2099-12-31	
2000000367	Dotter/stent Placement	fact	AD EMIF	fact	S	2000000367	2016-01-01	2099-12-31	
2000000368	FDG PET Abnormality	fact	AD EMIF	fact	S	2000000368	2016-01-01	2099-12-31	
2000000369	Fasting_Glucose	fact	AD EMIF	fact	S	2000000369	2016-01-01	2099-12-31	
2000000370	Fasting Insulin	fact	AD EMIF	fact	S	2000000370	2016-01-01	2099-12-31	
2000000371	Fasting Triglycerides	fact	AD EMIF	fact	S	2000000371	2016-01-01	2099-12-31	
2000000373	Ginkgo	fact	AD EMIF	fact	S	2000000373	2016-01-01	2099-12-31	
2000000374	Glucose	fact	AD EMIF	fact	S	2000000374	2016-01-01	2099-12-31	
2000000375	HADS Total Abnormality	fact	AD EMIF	fact	S	2000000375	2016-01-01	2099-12-31	
2000000376	HCV Manual Bilateral Abnormality	fact	AD EMIF	fact	S	2000000376	2016-01-01	2099-12-31	
2000000377	HDL Cholesterol	fact	AD EMIF	fact	S	2000000377	2016-01-01	2099-12-31	
2000000378	Head Trauma	fact	AD EMIF	fact	S	2000000378	2016-01-01	2099-12-31	
2000000379	Heart Failure	fact	AD EMIF	fact	S	2000000379	2016-01-01	2099-12-31	
2000000380	High Dose Vitamin E	fact	AD EMIF	fact	S	2000000380	2016-01-01	2099-12-31	
2000000381	Hypercholesterolemia	fact	AD EMIF	fact	S	2000000381	2016-01-01	2099-12-31	
2000000382	Hyperlipedemia	fact	AD EMIF	fact	S	2000000382	2016-01-01	2099-12-31	
2000000383	Hypertension	fact	AD EMIF	fact	S	2000000383	2016-01-01	2099-12-31	
2000000384	Hyperthyroid Function	fact	AD EMIF	fact	S	2000000384	2016-01-01	2099-12-31	
2000000385	Hypothyroid Function	fact	AD EMIF	fact	S	2000000385	2016-01-01	2099-12-31	
2000000386	Insulin	fact	AD EMIF	fact	S	2000000386	2016-01-01	2099-12-31	
2000000387	LDL Cholesterol	fact	AD EMIF	fact	S	2000000387	2016-01-01	2099-12-31	
2000000388	Length	fact	AD EMIF	fact	S	2000000388	2016-01-01	2099-12-31	
2000000389	Montreal Cognitive Assessment	fact	AD EMIF	fact	S	2000000389	2016-01-01	2099-12-31	
2000000390	Myocardial Infarction	fact	AD EMIF	fact	S	2000000390	2016-01-01	2099-12-31	
2000000391	NSAID	fact	AD EMIF	fact	S	2000000391	2016-01-01	2099-12-31	
2000000392	Nitrate Derivates	fact	AD EMIF	fact	S	2000000392	2016-01-01	2099-12-31	
2000000393	Non Fasting Glucose	fact	AD EMIF	fact	S	2000000393	2016-01-01	2099-12-31	
2000000394	OFT	fact	AD EMIF	fact	S	2000000394	2016-01-01	2099-12-31	
2000000395	OFT_Z_Score	fact	AD EMIF	fact	S	2000000395	2016-01-01	2099-12-31	
2000000396	Obesity	fact	AD EMIF	fact	S	2000000396	2016-01-01	2099-12-31	
2000000397	Oestrogen Replacement Therapy (HRT)	fact	AD EMIF	fact	S	2000000397	2016-01-01	2099-12-31	
2000000398	Oral Anti Coagulant Drugs	fact	AD EMIF	fact	S	2000000398	2016-01-01	2099-12-31	
2000000399	Other Anti Arrhythmic Drugs	fact	AD EMIF	fact	S	2000000399	2016-01-01	2099-12-31	
2000000400	Other Cardiovascular Disorders	fact	AD EMIF	fact	S	2000000400	2016-01-01	2099-12-31	
2000000401	Other Cardiovascular Drugs	fact	AD EMIF	fact	S	2000000401	2016-01-01	2099-12-31	
2000000402	Other Cardiovascular Risk Factors	fact	AD EMIF	fact	S	2000000402	2016-01-01	2099-12-31	
2000000403	Other Cerebrovascular Disorders	fact	AD EMIF	fact	S	2000000403	2016-01-01	2099-12-31	
2000000404	Other Dementia Drugs	fact	AD EMIF	fact	S	2000000404	2016-01-01	2099-12-31	
2000000405	Other Endocrine Disorders	fact	AD EMIF	fact	S	2000000405	2016-01-01	2099-12-31	
2000000406	Other Hormonal Therapy	fact	AD EMIF	fact	S	2000000406	2016-01-01	2099-12-31	
2000000407	Other Lipid Lowering Drugs	fact	AD EMIF	fact	S	2000000407	2016-01-01	2099-12-31	
2000000408	Other Neurological Disorders	fact	AD EMIF	fact	S	2000000408	2016-01-01	2099-12-31	
2000000409	Other Platelet Inhibitors	fact	AD EMIF	fact	S	2000000409	2016-01-01	2099-12-31	
2000000410	Other Psychiatric Disorders	fact	AD EMIF	fact	S	2000000410	2016-01-01	2099-12-31	
2000000411	Other Psychopharmaca	fact	AD EMIF	fact	S	2000000411	2016-01-01	2099-12-31	
2000000412	Other Somatic Disorders	fact	AD EMIF	fact	S	2000000412	2016-01-01	2099-12-31	
2000000413	PALZ Abnormality	fact	AD EMIF	fact	S	2000000413	2016-01-01	2099-12-31	
2000000414	PALZ Score	fact	AD EMIF	fact	S	2000000414	2016-01-01	2099-12-31	
2000000415	Pacemaker	fact	AD EMIF	fact	S	2000000415	2016-01-01	2099-12-31	
2000000416	Parkinsons Disease	fact	AD EMIF	fact	S	2000000416	2016-01-01	2099-12-31	
2000000417	Physical Activity	fact	AD EMIF	fact	S	2000000417	2016-01-01	2099-12-31	
2000000418	Postprandial Glucose	fact	AD EMIF	fact	S	2000000418	2016-01-01	2099-12-31	
2000000419	Priority Visuoconstruction	fact	AD EMIF	fact	S	2000000419	2016-01-01	2099-12-31	
2000000420	Priority Visuoconstruction Z Score	fact	AD EMIF	fact	S	2000000420	2016-01-01	2099-12-31	
2000000421	Pulse Rate	fact	AD EMIF	fact	S	2000000421	2016-01-01	2099-12-31	
2000000422	RNA	fact	AD EMIF	fact	S	2000000422	2016-01-01	2099-12-31	
2000000423	Remainder Other Medication	fact	AD EMIF	fact	S	2000000423	2016-01-01	2099-12-31	
2000000424	SDST	fact	AD EMIF	fact	S	2000000424	2016-01-01	2099-12-31	
2000000425	SDST Z Score	fact	AD EMIF	fact	S	2000000425	2016-01-01	2099-12-31	
2000000426	STAI	fact	AD EMIF	fact	S	2000000426	2016-01-01	2099-12-31	
2000000427	STAI Abnormality	fact	AD EMIF	fact	S	2000000427	2016-01-01	2099-12-31	
2000000428	SUVR	fact	AD EMIF	fact	S	2000000428	2016-01-01	2099-12-31	
2000000429	SUVR Abnormality	fact	AD EMIF	fact	S	2000000429	2016-01-01	2099-12-31	
2000000430	Selective Reminding Test	fact	AD EMIF	fact	S	2000000430	2016-01-01	2099-12-31	
2000000431	Serum	fact	AD EMIF	fact	S	2000000431	2016-01-01	2099-12-31	
2000000432	Severe Kidney Disorder	fact	AD EMIF	fact	S	2000000432	2016-01-01	2099-12-31	
2000000433	Severe Liver Disorder	fact	AD EMIF	fact	S	2000000433	2016-01-01	2099-12-31	
2000000434	Sleep Disorders	fact	AD EMIF	fact	S	2000000434	2016-01-01	2099-12-31	
2000000435	Smoking	fact	AD EMIF	fact	S	2000000435	2016-01-01	2099-12-31	
2000000436	Smoking Amount	fact	AD EMIF	fact	S	2000000436	2016-01-01	2099-12-31	
2000000437	Statines	fact	AD EMIF	fact	S	2000000437	2016-01-01	2099-12-31	
2000000438	Stroke	fact	AD EMIF	fact	S	2000000438	2016-01-01	2099-12-31	
2000000439	Stroop Interference	fact	AD EMIF	fact	S	2000000439	2016-01-01	2099-12-31	
2000000440	Systolic Blood Pressure	fact	AD EMIF	fact	S	2000000440	2016-01-01	2099-12-31	
2000000441	TIA	fact	AD EMIF	fact	S	2000000441	2016-01-01	2099-12-31	
2000000442	Temporal Parietal Cortex Left	fact	AD EMIF	fact	S	2000000442	2016-01-01	2099-12-31	
2000000443	Temporal Parietal Cortex Right	fact	AD EMIF	fact	S	2000000443	2016-01-01	2099-12-31	
2000000444	Thyroid Agonists	fact	AD EMIF	fact	S	2000000444	2016-01-01	2099-12-31	
2000000445	Thyroid Antagonists	fact	AD EMIF	fact	S	2000000445	2016-01-01	2099-12-31	
2000000446	Thyroid Hormone	fact	AD EMIF	fact	S	2000000446	2016-01-01	2099-12-31	
2000000447	TSH	fact	AD EMIF	fact	S	2000000447	2016-01-01	2099-12-31	
2000000448	Token Test	fact	AD EMIF	fact	S	2000000448	2016-01-01	2099-12-31	
2000000449	Total Cholesterol	fact	AD EMIF	fact	S	2000000449	2016-01-01	2099-12-31	
2000000450	VOSP Letters	fact	AD EMIF	fact	S	2000000450	2016-01-01	2099-12-31	
2000000451	VOSP Number	fact	AD EMIF	fact	S	2000000451	2016-01-01	2099-12-31	
2000000452	VOSP Object	fact	AD EMIF	fact	S	2000000452	2016-01-01	2099-12-31	
2000000453	VOSP Position	fact	AD EMIF	fact	S	2000000453	2016-01-01	2099-12-31	
2000000454	VOSP Silhouettes	fact	AD EMIF	fact	S	2000000454	2016-01-01	2099-12-31	
2000000455	VOSP Silhouettes Z Score	fact	AD EMIF	fact	S	2000000455	2016-01-01	2099-12-31	
2000000456	VOSP Total	fact	AD EMIF	fact	S	2000000456	2016-01-01	2099-12-31	
2000000457	VOSP Total Z Score	fact	AD EMIF	fact	S	2000000457	2016-01-01	2099-12-31	
2000000458	Vitamin B12	fact	AD EMIF	fact	S	2000000458	2016-01-01	2099-12-31	
2000000459	WAIS Block Design	fact	AD EMIF	fact	S	2000000459	2016-01-01	2099-12-31	
2000000460	WAIS Block Design Z Score	fact	AD EMIF	fact	S	2000000460	2016-01-01	2099-12-31	
2000000461	WAIS Total	fact	AD EMIF	fact	S	2000000461	2016-01-01	2099-12-31	
2000000462	Weight	fact	AD EMIF	fact	S	2000000462	2016-01-01	2099-12-31	
2000000463	Phosphorylated Tau Cut-off	fact	AD EMIF	Attribute	S	2000000463	2016-01-01	2099-12-31	
2000000464	Month 54	Type Concept	AD EMIF	Fact Type	S	2000000464	2016-07-01	2099-12-31	
2000000465	Month 60	Type Concept	AD EMIF	Fact Type	S	2000000465	2016-07-01	2099-12-31	
2000000466	Month 66	Type Concept	AD EMIF	Fact Type	S	2000000466	2016-07-01	2099-12-31	
2000000467	Month 72	Type Concept	AD EMIF	Fact Type	S	2000000467	2016-07-01	2099-12-31	
2000000468	Family History of Dementia	fact	AD EMIF	fact	S	2000000468	2016-01-01	2099-12-31	
2000000469	Delirium	fact	AD EMIF	fact	S	2000000469	2016-01-01	2099-12-31	
2000000470	Depression	fact	AD EMIF	fact	S	2000000470	2016-01-01	2099-12-31	
2000000471	Angiotensin Antagonists	fact	AD EMIF	fact	S	2000000471	2016-01-01	2099-12-31	
2000000472	Wechsler Adult Intelligence Scale (WAIS IV) Z-score	fact	AD EMIF	fact	S	2000000472	2016-01-01	2099-12-31	
2000000473	Other Cardiac Diseases	fact	AD EMIF	fact	S	2000000473	2016-01-01	2099-12-31	
2000000474	Geometric Figures Copy Raw	fact	AD EMIF	fact	S	2000000474	2016-01-01	2099-12-31	
2000000475	Mini mental state exam figure	fact	AD EMIF	fact	S	2000000475	2016-01-01	2099-12-31	
2000000476	HCV Manual Method	fact	AD EMIF	fact	S	2000000476	2016-01-01	2099-12-31	
2000000477	Date of Neuropsychological Examination	fact	AD EMIF	fact	S	2000000477	2016-01-01	2099-12-31	
2000000478	Date of Rating Scales Assessment	fact	AD EMIF	fact	S	2000000478	2016-01-01	2099-12-31	
2000000479	Date MMSE	fact	AD EMIF	fact	S	2000000479	2016-01-01	2099-12-31	
2000000480	Date Blood Collection	fact	AD EMIF	fact	S	2000000480	2016-01-01	2099-12-31	
2000000481	Date MRI	fact	AD EMIF	fact	S	2000000481	2016-01-01	2099-12-31	
2000000482	Date CSF Collection	fact	AD EMIF	fact	S	2000000482	2016-01-01	2099-12-31	
2000000483	Date CDR	fact	AD EMIF	fact	S	2000000483	2016-01-01	2099-12-31	
2000000484	Date last Cognitive disorder diagnosis	fact	AD EMIF	fact	S	2000000484	2016-01-01	2099-12-31	
