concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
2000000692	2000000692	Maps to	1970-01-01	2099-12-31	
2000000693	2000000693	Maps to	1970-01-01	2099-12-31	
2000000694	2000000694	Maps to	1970-01-01	2099-12-31	
2000000695	2000000695	Maps to	1970-01-01	2099-12-31	
2000000696	2000000696	Maps to	1970-01-01	2099-12-31	
2000000697	2000000697	Maps to	1970-01-01	2099-12-31	
2000000698	2000000698	Maps to	1970-01-01	2099-12-31	
2000000699	2000000699	Maps to	1970-01-01	2099-12-31	
2000000698	2000000698	Mapped from	1970-01-01	2099-12-31	
2000000699	2000000699	Mapped from	1970-01-01	2099-12-31	
2000000700	2000000700	Maps to	1970-01-01	2099-12-31	
2000000701	2000000701	Maps to	1970-01-01	2099-12-31	
2000000700	2000000700	Mapped from	1970-01-01	2099-12-31	
2000000701	2000000701	Mapped from	1970-01-01	2099-12-31	
