sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
NPI_TOT,NPI Totalscore,-1,,0.8414620757102966,2000000173,NPI Total,Concept Class,Rating Scales,S,0,0,Concept Class,2000000173,2019-01-01,2099-12-31,
VERHAAL_UITG,Story recall delayed,-1,,0.7555559277534485,2000000206,Story Delayed,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000206,2019-01-01,2099-12-31,
VERHAAL_ONM,Story recall immediate,-1,,0.733974814414978,2000000208,Story Immediate,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000208,2019-01-01,2099-12-31,
TMTA,TMTA (sec),-1,,0.2665853202342987,2000000210,TMT-A,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000210,2019-01-01,2099-12-31,
TMTB,TMTB (sec),-1,,0.2355530709028244,2000000212,TMT-B,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000212,2019-01-01,2099-12-31,
ad,if DIAG=3 then this variable show whether it is Alzheimer disease (ad),-1,,0.31830212473869324,2000000255,AD,Concept Class,_Concepts,S,0,0,Concept Class,2000000255,2019-01-01,2099-12-31,
STR1,Stroop 1 (sec),-1,,0.44544732570648193,2000000276,Stroop Part 1,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000276,2019-01-01,2099-12-31,
STR2,Stroop 2 (sec),-1,,0.4483553171157837,2000000278,Stroop Part 2,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000278,2019-01-01,2099-12-31,
STR3,Stroop 3 (sec),-1,,0.43835416436195374,2000000280,Stroop Part 3,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000280,2019-01-01,2099-12-31,
ALCOH,Does patient drink alcohol?,-1,,0.45596566796302795,2000000323,Alcohol,Concept Class,Clinical Information,S,0,0,Concept Class,2000000323,2019-01-01,2099-12-31,
ANGP,Angina pectoris,-1,,1.0,2000000326,Angina Pectoris,Concept Class,Clinical Information,S,0,0,Concept Class,2000000326,2019-01-01,2099-12-31,
CEREBB,Bleedin,-1,,0.961815595626831,2000000337,Bleeding,Concept Class,Clinical Information,S,0,0,Concept Class,2000000337,2019-01-01,2099-12-31,
COPD,COPD,-1,,1.0,2000000343,COPD,Concept Class,Clinical Information,S,0,0,Concept Class,2000000343,2019-01-01,2099-12-31,
CAROT,Carotis stenose,-1,,0.6642870306968689,2000000357,Carotid Stenosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000357,2019-01-01,2099-12-31,
CORB,Coronaire bypass operation?,-1,,0.4874241352081299,2000000360,Coronary Bypass Surgery,Concept Class,Clinical Information,S,0,0,Concept Class,2000000360,2019-01-01,2099-12-31,
DIABML,Diabetes mellitus,-1,,1.0,2000000363,Diabetes Mellitus,Concept Class,Clinical Information,S,0,0,Concept Class,2000000363,2019-01-01,2099-12-31,
DOTT,Dotter/stent,-1,,0.7455351948738098,2000000367,Dotter/stent Placement,Concept Class,Clinical Information,S,0,0,Concept Class,2000000367,2019-01-01,2099-12-31,
HYPERT,Hypertension,-1,,1.0,2000000383,Hypertension,Concept Class,Clinical Information,S,0,0,Concept Class,2000000383,2019-01-01,2099-12-31,
HYPETF,Hyperthyreoidie,-1,,0.5052732825279236,2000000384,Hyperthyroid Function,Concept Class,Clinical Information,S,0,0,Concept Class,2000000384,2019-01-01,2099-12-31,
HYPOTF,Hypothyreoidie,-1,,0.5148615837097168,2000000385,Hypothyroid Function,Concept Class,Clinical Information,S,0,0,Concept Class,2000000385,2019-01-01,2099-12-31,
LENGTE,Length (cm),-1,,0.8540087938308716,2000000388,Body Length (cm),Concept Class,Clinical Information,S,0,0,Concept Class,2000000388,2019-01-01,2099-12-31,
CEREBI,Infarct,-1,,0.616664707660675,2000000390,Myocardial Infarction,Concept Class,Clinical Information,S,0,0,Concept Class,2000000390,2019-01-01,2099-12-31,
MYOC,Myocard infarct,-1,,0.8215187191963196,2000000390,Myocardial Infarction,Concept Class,Clinical Information,S,0,0,Concept Class,2000000390,2019-01-01,2099-12-31,
ENDDO,Other,-1,,0.514582097530365,2000000405,Other Endocrine Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000405,2019-01-01,2099-12-31,
ENDD4,Endocriene diagnose,-1,,0.5924160480499268,2000000405,Other Endocrine Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000405,2019-01-01,2099-12-31,
SDMT90SF,90 sec writing mistakes,-1,,0.1739104986190796,2000000424,SDST,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000424,2019-01-01,2099-12-31,
SDMT90S,90 sec writing,-1,,0.14023639261722565,2000000424,SDST,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000424,2019-01-01,2099-12-31,
SDMT90S,90 sec writing,-1,,0.14023639261722565,2000000424,SDST,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000424,2019-01-01,2099-12-31,
KIDNEY,Kidneydisorders,-1,,0.6094733476638794,2000000432,Severe Kidney Disorder,Concept Class,Clinical Information,S,0,0,Concept Class,2000000432,2019-01-01,2099-12-31,
LIVER,Liver disorders,-1,,0.7650783658027649,2000000433,Severe Liver Disorder,Concept Class,Clinical Information,S,0,0,Concept Class,2000000433,2019-01-01,2099-12-31,
TOBACO,Smoking,-1,,1.0,2000000435,Smoking,Concept Class,Clinical Information,S,0,0,Concept Class,2000000435,2019-01-01,2099-12-31,
TOBACO2,Number of tobacco products per day,-1,,0.2052297741174698,2000000436,Smoking Amount,Concept Class,Clinical Information,S,0,0,Concept Class,2000000436,2019-01-01,2099-12-31,
TIA,TIA,-1,,1.0,2000000441,TIA,Concept Class,Clinical Information,S,0,0,Concept Class,2000000441,2019-01-01,2099-12-31,
VOSP_INCLT,Incomplete letters,-1,,0.3676699697971344,2000000450,VOSP Letters,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000450,2019-01-01,2099-12-31,
GEWICHT,weight (kg),-1,,1.0,2000000462,Weight (kg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000462,2019-01-01,2099-12-31,
DELIR,Delirium,-1,,1.0,2000000469,Delirium,Concept Class,Clinical Information,S,0,0,Concept Class,2000000469,2019-01-01,2099-12-31,
DEPDS,Depression,-1,,1.0,2000000470,Depression,Concept Class,Clinical Information,S,0,0,Concept Class,2000000470,2019-01-01,2099-12-31,
testmnd,month of testing,-1,,0.19308562576770782,2000000477,Date of Neuropsychological Examination,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000477,2019-01-01,2099-12-31,
testdag,day of testing,-1,,0.24099300801753998,2000000478,Date of Rating Scales Assessment,Concept Class,Rating Scales,S,0,0,Concept Class,2000000478,2019-01-01,2099-12-31,
MRIDTSyr,Year of MRI,-1,,0.3961317539215088,2000000481,Date MRI,Concept Class,Imaging,S,0,0,Concept Class,2000000481,2019-01-01,2099-12-31,
MRIDTSday,Day of MRI,-1,,0.4503236711025238,2000000481,Date MRI,Concept Class,Imaging,S,0,0,Concept Class,2000000481,2019-01-01,2099-12-31,
MRIDTSmon,Month of MRI,-1,,0.3552647829055786,2000000481,Date MRI,Concept Class,Imaging,S,0,0,Concept Class,2000000481,2019-01-01,2099-12-31,
CSFday,Day of CSF assessment,-1,,0.5044654011726379,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
CSFmon,Month of CSF assessment,-1,,0.45943981409072876,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
CSFyr,Year of CSF assessment,-1,,0.47489795088768005,2000000482,Date CSF Collection,Concept Class,Laboratory Test Results,S,0,0,Concept Class,2000000482,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000488,Age,Concept Class,Demographics,S,0,0,Concept Class,2000000488,2019-01-01,2099-12-31,
lft,age at testing,-1,,0.4452151656150818,2000000488,Age,Concept Class,Demographics,S,0,0,Concept Class,2000000488,2019-01-01,2099-12-31,
Gebjr,year of birth,-1,,0.5383967161178589,2000000503,Birth Year,Concept Class,Demographics,S,0,0,Concept Class,2000000503,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000540,Date Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000540,2019-01-01,2099-12-31,
VSNDBP,Diastolic blood pressure (mmHg),-1,,0.4003828763961792,2000000544,DBP (mmHg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000544,2019-01-01,2099-12-31,
DIAG,diagnose,-1,,0.930472731590271,2000000551,Diagnosis,Concept Class,Clinical Information,S,0,0,Concept Class,2000000551,2019-01-01,2099-12-31,
edu_years,education in years,-1,,0.4043813943862915,2000000554,Education Level (yr),Concept Class,Subject Characteristics,S,0,0,Concept Class,2000000554,2019-01-01,2099-12-31,
GDSSCORE,Totaal score Geriatric Depression Scale,-1,,0.7943065762519836,2000000564,Geriatric Depression Scale,Concept Class,Rating Scales,S,0,0,Concept Class,2000000564,2019-01-01,2099-12-31,
MEDYN,Medication use,-1,,1.0,2000000582,Medication Use,Concept Class,Clinical Information,S,0,0,Concept Class,2000000582,2019-01-01,2099-12-31,
VSNSBP,Systolische bloodpressure (mmHg),-1,,0.3725906312465668,2000000608,SBP (mmHg),Concept Class,Clinical Information,S,0,0,Concept Class,2000000608,2019-01-01,2099-12-31,
Sex,sex,-1,,1.0,2000000609,Sex,Concept Class,Demographics,S,0,0,Concept Class,2000000609,2019-01-01,2099-12-31,
VERHAAL_VERS,Story recall test version,-1,,0.7910008430480957,2000000617,Story Recall Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000617,2019-01-01,2099-12-31,
TMTVERS,version Trail Making Test,-1,,0.8639361262321472,2000000625,Trail Making Test,Concept Class,Neuropsychological Examination,S,0,0,Concept Class,2000000625,2019-01-01,2099-12-31,
testjr,year of testing,-1,,0.3965849280357361,2000000626,Year of Baseline Visit,Concept Class,Clinical Information,S,0,0,Concept Class,2000000626,2019-01-01,2099-12-31,
CEREDIAGYN,Cerebrovasculair disorders?,-1,,0.8579764366149902,2000000639,Cerebrovascular Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000403,2019-01-01,2099-12-31,
ENDODIAGYN,Endocrine disorders?,-1,,0.9405816793441772,2000000640,Endocrine Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000405,2019-01-01,2099-12-31,
PSYCHDIAGYN,Psychiatric disorders?,-1,,0.9382681846618652,2000000642,Psychiatric Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000410,2019-01-01,2099-12-31,
PSYD4,Psychiatrische diagnose,-1,,0.5093908905982971,2000000642,Psychiatric Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000410,2019-01-01,2099-12-31,
SOMYN,Somatic disorders,-1,,1.0,2000000412,Other Somatic Disorders,Concept Class,Clinical Information,S,0,0,Concept Class,2000000412,2019-01-01,2099-12-31,
