sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
NPIW,Delusions,-1,,0.3158052861690521,APPROVED,2000000196,This variable doesn't need to be uploaded
CDRTOT,CDR totaal score,-1,,0.6962801218032837,APPROVED,2000000044,
Sex,sex,-1,,1.0,APPROVED,2000000609,
WLTGPOS,Recognition gpos,-1,,0.4660792648792267,APPROVED,2000000350,This variable doesn't need to be uploaded
WLTTOTF,Total mistakes,-1,,0.27195143699645996,APPROVED,2000000461,This variable doesn't need to be uploaded
UCL_ACT,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
VATvorm,VAT: Short / long,-1,,0.254441499710083,APPROVED,2000000215,JA: use this to choose vat-12 or 24 for vattot
VATvorm,VAT: Short / long,-1,,0.254441499710083,APPROVED,2000000216,JA: use this to choose vat-12 or 24 for vattot
WMOD2,GIT fluency2 categorie,-1,,0.6373487710952759,APPROVED,2000000032,This variable doesn't need to be uploaded
QCOMPLETED3,MMSE Questionnaire administered?,-1,,0.3221798241138458,APPROVED,2000000562,This variable doesn't need to be uploaded
testdag,day of testing,-1,,0.24099300801753998,APPROVED,2000000478,
NPIWf,Frequency delusions,-1,,0.3115542232990265,APPROVED,2000000560,This variable doesn't need to be uploaded
VAT1,,-1,,0.0,UNCHECKED,0,This variable doesn't need to be uploaded
WLTFPOS,Recognition fpos,-1,,0.47739335894584656,APPROVED,2000000350,This variable doesn't need to be uploaded
testmnd,month of testing,-1,,0.19308562576770782,APPROVED,2000000477,
WTOT2,GIT fluency2 totaal aantal,-1,,0.3938354551792145,APPROVED,2000000560,This variable doesn't need to be uploaded
WLTTOTD,Total double,-1,,0.24454981088638306,APPROVED,2000000044,This variable doesn't need to be uploaded
UCL_PAL,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
MMSETOT,MMSE totalscore (0-30),-1,,0.49260982871055603,APPROVED,2000000166,
NPV_RG,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
SCL90_OVER,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
NPIWe,Seriousness delusions,-1,,0.21680745482444763,APPROVED,2000000118,This variable doesn't need to be uploaded
VAT2,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPV_VE,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
UCL_VER,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
WGOED2,GIT fluency2 correct,-1,,0.46256840229034424,APPROVED,2000000009,JA: if wmod2 = 'dieren'
UCL_EXP,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
SCL90_PSN,Questionnaire SCL90 ,-1,,0.3474022448062897,APPROVED,2000000562,This variable doesn't need to be uploaded
FEW,Frequency x Ernst delusions,-1,,0.23417137563228607,APPROVED,2000000560,This variable doesn't need to be uploaded
VATtot,VAT totalscore,-1,,0.4264907240867615,APPROVED,2000000215,JA: use vatvorm to choose vat-12 or 24
VATtot,VAT totalscore,-1,,0.4264907240867615,APPROVED,2000000216,JA: use vatvorm to choose vat-12 or 24
NPV_ZE,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
UCL_GER,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
UCL_SOC,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
NPV_VERS,version NPV,-1,,0.19302305579185486,APPROVED,2000000509,This variable doesn't need to be uploaded
NPV_DO,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
NVM_NEG,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIWb,Tax for the social worker,-1,,0.21435268223285675,APPROVED,2000000628,This variable doesn't need to be uploaded
VOSP_INCLT,Incomplete letters,-1,,0.3676699697971344,APPROVED,2000000450,
NPV_IN,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
UCL_PAS,Questionnaire UCL,-1,,0.37767294049263,APPROVED,2000000562,This variable doesn't need to be uploaded
NPV_ZW,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
NVM_SOM,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
NPIH,Hallucinations,-1,,0.15334878861904144,APPROVED,2000000630,This variable doesn't need to be uploaded
NPV_SI,NPV,-1,,0.15917067229747772,APPROVED,2000000173,This variable doesn't need to be uploaded
NVM_VERL,,-1,,0.0,APPROVED,0,This variable doesn't need to be uploaded
